pawndiff knightdiff bishopdiff rookdiff queendiff result white black whiteelo blackelo
2 1 -1 0 0 1-0 RChiarelli peterni 1489 1466
0 0 0 1 0 0-1 peterni Buwuni 1533 1500
0 0 0 0 -1 0-1 peterni chiapet29 1474 1400
-1 1 -1 -1 0 0-1 Eihab-1982 peterni 1510 1466
2 -1 0 -1 0 0-1 deohji peterni 1563 1457
0 1 -1 0 0 1-0 peterni Chantilly11 1206 1347
-1 0 0 0 0 1-0 peterni cem23 1451 1439
2 1 -1 0 0 1-0 Anon1198 peterni 1192 1460
0 -1 0 0 0 0-1 peterni RiceGrenades 1368 1367
1 0 0 1 0 1-0 NECO01 peterni 1356 1375
-1 1 -1 0 1 1-0 peterni dception 1372 1202
-1 0 -1 0 0 0-1 peterni leorrs 1377 1462
0 0 0 0 -1 0-1 Newvisions peterni 1537 1060
-1 0 1 -1 0 0-1 A1000car peterni 1436 1368
2 0 0 1 1 1-0 peterni caracasa 1359 1426
2 0 -1 0 0 1-0 peterni BalancedAnnihilation 1349 1454
-3 -1 0 0 0 0-1 OHudson peterni 1496 1338
-2 1 0 -1 0 1-0 peterni parano_play 1452 1517
0 0 0 0 0 0-1 peterni Farias99 1462 1173
1 0 0 0 0 1-0 Jean1490 peterni 1679 1465
1 1 0 1 0 0-1 ReverendRedd peterni 1152 1334
0 0 0 0 0 1-0 peterni WSB11 1456 1574
2 1 0 0 0 1-0 peterni chiapet29 1451 1390
-3 0 0 0 -1 0-1 peterni Slyrider 1455 1571
-2 0 1 0 0 1-0 KAVEN peterni 1553 1460
-1 0 0 -1 0 0-1 peterni Lelouch711 1346 1126
2 1 -1 1 0 1-0 pizdzik peterni 1417 1352
0 -1 1 -1 0 0-1 saino1 peterni 1423 1453
-1 0 0 -1 0 0-1 peterni LeonBelfort 1457 1630
0 1 -1 1 0 0-1 Footballlegends2019 peterni 1303 1453
1 0 -1 -1 0 0-1 ojeje2 peterni 1531 1444
0 0 -1 -1 0 0-1 peterni HarishShetty 1449 1532
-5 1 1 -1 0 1-0 peterni U-03A6 1339 1590
0 0 0 1 0 0-1 terraforming peterni 1449 1442
2 0 0 1 1 1-0 peterni roberto-silva 1440 1176
0 1 1 0 0 1-0 Kikusko peterni 1349 1448
0 0 0 0 0 0-1 peterni Mohamdasgarian 1455 1417
2 0 0 0 0 1-0 alex_drn peterni 1437 1461
2 0 0 -1 0 0-1 peterni allblackleviathan 1467 1488
0 -1 1 0 0 0-1 peterni bigperm 1472 1555
0 0 0 -2 0 0-1 bigperm peterni 1563 1463
1 1 -1 0 0 1-0 peterni sveth 1456 1486
1 0 0 0 0 1-0 EdwigeE peterni 1466 1462
-3 1 0 0 0 1-0 Felipesa peterni 1334 1471
-2 0 0 0 1 1-0 peterni Genezi 1467 1287
0 0 0 0 0 0-1 whoiswhois peterni 1460 1460
0 0 0 0 0 0-1 peterni dansibar 1467 1428
-2 0 1 0 1 1-0 peterni escanordess 1462 1400
0 -1 1 0 -1 0-1 NelChess peterni 1473 1455
1 0 0 -1 1 1-0 GlauberMG peterni 1504 1460
-1 0 0 1 -1 0-1 gabriredd peterni 1417 1454
-1 0 0 1 0 1-0 peterni elverlapampa 1447 1462
1 0 -1 0 0 1-0 bolcheviqueraivoso peterni 1560 1452
-4 -1 0 -1 0 0-1 Vero96 peterni 1500 1447
0 0 0 0 -1 0-1 harimau08 peterni 1350 1442
1 0 0 0 0 0-1 peterni Grkarican 1445 1644
-1 1 1 1 1 1-0 peterni a217 1444 1002
0 0 1 0 0 1-0 anyel48 peterni 1482 1449
2 0 -1 -1 0 0-1 anyel48 peterni 1489 1442
0 0 0 0 2 1-0 peterni haejea 1434 1478
1 0 0 0 0 1-0 PUNTE peterni 1363 1442
0 0 0 -1 -1 0-1 Romann7 peterni 1447 1435
3 1 0 1 0 1-0 peterni osmanhatip 1432 1216
-1 0 0 -1 0 0-1 Santivalemar peterni 1480 1424
0 0 0 -1 0 0-1 Indoraptor2 peterni 1372 1418
2 0 -1 1 0 1-0 peterni stuartneil23 1412 1393
2 0 0 0 1 1-0 peterni ccarpediem 1406 1372
1 1 0 0 0 1-0 ilovemylabrador peterni 1393 1412
1 1 -1 1 0 1-0 peterni leMique 1406 1402
-3 -1 0 0 -1 0-1 dream_weaver peterni 1472 1397
3 1 1 1 0 1-0 peterni andyfi 1390 1423
-1 0 -1 -1 0 0-1 peterni foxhunter 1533 1586
-1 0 0 -1 -1 0-1 foxhunter peterni 1213 1207
0 0 0 0 0 1-0 peterni foxhunter 1207 1213
-1 1 0 -1 -1 0-1 foxhunter peterni 1213 1207
-1 1 0 0 0 0-1 peterni faris12 1396 1416
-1 2 -1 0 0 1-0 ShottGunn peterni 1388 1403
0 1 0 -1 0 0-1 peterni Adham1912 1406 1564
2 0 -1 0 -1 0-1 moy0003 peterni 1493 1398
1 -1 0 0 0 0-1 peterni szczypioreq 1404 1423
3 0 -1 1 -1 0-1 martinthefatso peterni 1395 1397
-1 0 0 0 0 0-1 peterni DrBassam 1403 1442
1 -1 0 0 0 1-0 OleksijP peterni 1487 1407
0 0 -1 0 0 0-1 peterni nitimur 1412 1505
-1 0 0 -1 -1 0-1 ausutter peterni 1305 1407
-1 1 -1 0 1 1-0 khalil864 peterni 1477 1412
0 0 0 0 -1 0-1 peterni ausutter 1421 1287
0 0 -1 0 1 1-0 peterni kingfish9 1411 1552
1 -1 0 0 0 1-0 alejandroVIOLIN peterni 1524 1416
-1 1 0 0 0 0-1 anyel48 peterni 1584 1406
-1 0 -1 -2 0 0-1 Tony_black peterni 1500 1400
-1 0 0 1 -2 0-1 JJ-Javitoh peterni 1451 1392
1 2 0 -1 0 0-1 peterni Abner95 1400 1348
0 0 0 1 0 1-0 Maraba507 peterni 1372 1407
-3 0 0 0 0 0-1 peterni iAwab 1413 1417
-1 0 0 -1 0 0-1 Fr4nKo peterni 1442 1406
0 -1 0 1 -1 0-1 rafikerio peterni 1359 1400
-3 0 0 0 0 0-1 peterni Lmpc2018 1406 1386
1 0 0 1 0 1-0 peterni aamin_mm 1400 1301
0 1 -1 0 -1 0-1 AmarilloStu peterni 1387 1393
1 0 0 0 0 1-0 dmehmetk27 peterni 1403 1399
-2 2 0 0 0 1-0 rachid2015hls peterni 1528 1404
-2 0 0 1 0 1-0 peterni rachid2015hls 1394 1538
0 0 0 1 1 1-0 deavle peterni 1322 1402
2 0 0 0 0 1-0 peterni sturdywarrior 1395 1397
-1 0 -1 1 0 1-0 peterni EiderDoO 1388 1370
2 1 0 0 1 1-0 peterni HannahGrace 1380 1482
0 1 0 0 0 1-0 b_murugan peterni 1400 1386
0 0 -1 -1 0 0-1 peterni ibaiondo 1344 1457
-2 0 -1 1 1 1-0 abjassen peterni 1287 1352
1 0 -1 0 0 1-0 peterni mosmos00 1346 1293
-1 0 0 -1 -1 0-1 Cakir53 peterni 1255 1340
1 0 0 0 0 1/2-1/2 peterni abjassen 1342 1269
0 0 0 0 -2 0-1 peterni Fatih46 1394 1367
-1 0 -1 -1 -1 0-1 JPAF023 peterni 1438 1385
0 0 0 0 0 1-0 M-MAHMOOD peterni 1351 1393
1 1 -1 -1 0 0-1 peterni federico2020 1400 1386
0 1 -1 0 0 1-0 smurray94 peterni 1378 1348
1 0 1 1 0 1-0 whippin_da_4n peterni 961 1361
1 1 -1 0 0 0-1 peterni argentinavino 1366 1477
1 -1 1 0 0 0-1 peterni SuperSounds 1368 1662
1 1 -1 2 1 1-0 biggystiffler peterni 1276 1377
0 -1 0 1 0 1-0 peterni BuddistHotline 1370 1339
0 0 0 0 0 1-0 peterni meblunderalot 1361 1448
-2 0 1 0 0 0-1 numa22 peterni 1424 1352
0 0 -1 1 -1 1-0 peterni comebackzinc 1345 1356
2 0 0 1 0 1-0 chezbgone peterni 1297 1353
3 0 0 -2 -1 1-0 peterni Lupo_Jones 1342 1520
1 -1 -1 1 0 1-0 gorillaoskrilla peterni 1323 1350
0 0 1 0 2 1-0 peterni manel22 1341 1430
-1 0 -1 1 -1 0-1 Desenfriol peterni 1381 1332
-1 0 0 1 0 1-0 peterni serg_king7 1322 1415
-3 0 -1 1 0 0-1 rogerbrazil peterni 1667 1388
-1 0 0 -1 0 1-0 peterni chador 1376 1652
3 0 0 0 0 1-0 AlexisOzil peterni 1673 1378
-5 1 -1 -1 -1 0-1 emersonniu peterni 1513 1368
2 -1 0 1 1 1-0 peterni T-Spin 1357 1535
-1 1 1 1 0 1-0 peterni LeonardoQueralez 1351 1256
2 0 0 0 0 0-1 SittingRook peterni 1190 1347
-4 0 1 -2 0 0-1 peterni Henrikson 1354 1346
-2 0 0 1 0 1-0 hauntbash peterni 1262 1363
-2 -1 0 0 0 0-1 peterni v_iracheta 1368 1490
1 1 1 0 0 1-0 peterni an_average_player 1360 1397
0 0 0 0 0 0-1 afacciucazz peterni 1365 1352
-1 0 -1 0 0 1-0 shah1350reza peterni 1756 1324
0 0 -1 -1 0 0-1 peterni AmelyPlaying 1324 2410
0 -1 1 -1 0 0-1 peterni melquiadescastaneda 1324 1962
0 0 0 1 -1 0-1 selo1313 peterni 1654 1310
0 0 -1 0 0 0-1 Qeki peterni 1167 1305
1 0 0 0 -1 1-0 Ed92 peterni 1718 1307
0 -1 2 -1 1 1-0 peterni Commagene 1301 1216
1 1 -1 0 0 1-0 anyel48 peterni 1523 1356
-1 -1 -1 0 1 1-0 ToulaAdelOran peterni 1347 1308
0 0 0 0 0 0-1 peterni Spacedingo13 1311 1518
0 0 1 -1 0 0-1 peterni Komelenzo 1321 1250
0 0 0 0 0 0-1 peterni da1kak2tak 1328 1403
1 -1 -1 -1 -1 0-1 dbwoodsville peterni 1257 1320
0 1 -1 0 -1 0-1 McGoosky peterni 1243 1313
2 0 0 -1 0 0-1 Jaguar787 peterni 1387 1301
0 0 0 0 0 0-1 peterni flanno_1 1310 1332
0 0 -1 1 1 1-0 peterni felixconestela 1302 1216
4 0 0 0 0 0-1 ShaitanBabai peterni 1326 1349
-2 0 0 -1 -1 0-1 JACKSON2006 peterni 1129 1345
-1 -1 1 0 0 0-1 peterni drakosha-2017 1350 1492
0 0 0 0 1 1-0 peterni Osobongo 1344 1290
-1 1 1 2 0 1-0 peterni kingdewan 1335 1386
-2 0 0 0 1 1-0 Osobongo peterni 1274 1343
-1 0 0 0 0 0-1 peterni topjimmysunday 1343 1278
-1 0 1 1 0 1-0 thamerx peterni 1207 1353
1 0 0 -1 0 0-1 peterni chefeng 1360 1356
1 0 0 0 0 0-1 laxmi1 peterni 1348 1353
0 -1 0 0 0 0-1 peterni pokpokpok 1305 1620
-2 1 -1 0 -1 0-1 Brodagift peterni 1475 1291
0 0 0 0 0 1-0 DumbBumb peterni 1721 1292
-2 0 0 0 0 0-1 peterni juanbobadilla456 1359 1419
1 0 1 0 0 1-0 peterni VladimirBatyuk 1351 1352
-1 0 -1 0 0 0-1 matejmich peterni 1353 1346
-1 0 0 1 0 1-0 T-2wadbee-T peterni 1328 1353
-2 -1 1 0 0 0-1 peterni dno_ivanovich100500 1360 1356
-4 0 0 0 -1 0-1 Gui1 peterni 1339 1361
0 0 1 0 0 0-1 peterni hoyahisgay 1361 1311
0 1 -1 0 0 1-0 zet0 peterni 1388 1368
1 0 0 1 0 1-0 peterni Fcomenesesc 1362 1280
0 -1 0 0 0 0-1 peterni Tur-G100 1370 1334
0 -1 0 -1 0 0-1 firshokage peterni 1363 1362
0 0 -1 0 1 1-0 arhmaxim peterni 1363 1369
1 0 0 0 0 1-0 phumitoks peterni 1363 1377
0 1 -1 2 2 1-0 peterni phumitoks 1369 1370
-1 0 0 0 0 0-1 peterni deivit 1376 1372
4 0 0 -1 0 0-1 BigPump peterni 1391 1369
0 0 0 0 1 1/2-1/2 peterni deeshu 1291 1333
0 1 -1 0 0 1-0 Mujahedryad peterni 1404 1375
0 1 -1 -1 0 0-1 meerjam peterni 1462 1366
1 -1 -1 0 0 0-1 peterni PUK73 1297 1446
-2 0 0 -1 -1 0-1 Christop987654321 peterni 1295 1286
0 0 0 0 0 0-1 peterni Aprameya_a 1301 1128
-2 0 0 -1 -1 0-1 Nazar442 peterni 1422 1286
1 0 0 0 1 1-0 peterni bluderuss 1273 1337
2 1 0 1 0 1-0 peterni BeejayJungled 1258 1338
0 0 -2 1 0 1-0 Ottoman33 peterni 1863 1367
2 0 1 1 0 1-0 peterni Andryumr 1359 1372
1 1 -1 0 1 1-0 Misterio95 peterni 1570 1362
1 0 1 1 0 1-0 peterni thebestguydude 1352 1489
0 -1 -1 0 -1 0-1 daddydong peterni 1365 1344
0 1 0 -1 0 0-1 peterni muiGoku 1356 1121
2 -1 0 0 0 1-0 Wee_RyJan peterni 1275 1364
1 0 0 0 0 1-0 Ppetre peterni 1431 1370
0 -1 0 0 1 1-0 peterni shdwmmc 1361 1444
1 0 0 1 0 1-0 minhhien peterni 1399 1367
1 -1 1 0 0 1-0 peterni Hokkaido 1361 1314
-2 1 1 -1 0 0-1 Galator672 peterni 1350 1354
-2 0 -1 0 0 0-1 peterni Pritchy 1357 1540
0 0 0 0 0 0-1 ahmetersxn peterni 1347 1350
2 0 1 0 0 1-0 Richiemrodz peterni 1407 1356
-1 1 1 0 0 1-0 peterni barsia0 1347 1417
1 1 0 0 0 1-0 Romilanches22 peterni 1314 1355
0 1 1 0 0 1-0 peterni Me1ster 1348 1357
0 0 0 0 -1 0-1 tinku2019 peterni 1302 1342
3 1 0 2 0 1-0 peterni Leh1973 1340 991
-2 -1 1 0 -1 0-1 poleandp peterni 1333 1333
0 1 0 0 0 1-0 peterni victormendez 1325 1382
-1 0 1 1 1 1-0 peterni bmjlima 1318 1307
0 0 -1 -1 0 0-1 peterni Zmei1987 1324 1366
-2 0 0 -1 -1 0-1 AramiOn peterni 1291 1317
-1 0 -1 -1 -1 0-1 keenduuz peterni 1350 1309
0 1 0 0 0 0-1 peterni mustafaacer 1316 1281
3 -1 0 -1 1 1-0 chadg3 peterni 1307 1324
-1 0 0 0 0 0-1 peterni HAETES 1330 1368
2 0 1 1 0 1-0 peterni aAntoine 1324 1323
0 0 0 0 0 0-1 peterni yegchess 1331 1323
-1 0 -1 1 0 0-1 artzaw peterni 1259 1325
-1 -1 0 -2 -1 0-1 syedrobin peterni 1346 1318
0 0 0 0 0 0-1 peterni georgegfedoroff 1326 1314
0 0 0 0 0 1-0 PedrosF1 peterni 1545 1329
1 0 1 0 1 1-0 Push-or-C peterni 1626 1331
0 0 0 0 0 0-1 peterni georgegfedoroff 1339 1299
-2 0 0 0 -2 0-1 berovel peterni 1414 1330
-3 0 0 -1 0 0-1 peterni varsity80 1336 1388
0 0 0 0 0 1-0 JUNG86220 peterni 1447 1341
0 0 0 0 0 1-0 peterni personalidad 1332 1368
2 1 0 0 0 0-1 ianramirezlucero peterni 1177 1328
-2 1 -2 -1 0 0-1 ChessCheese01 peterni 1140 1324
3 0 1 1 1 1-0 peterni dan_chess89 1318 1276
0 0 0 -1 0 1-0 peterni virajgupta 1314 1102
0 0 0 0 0 1-0 SergeyToporkov59 peterni 1376 1320
2 0 0 1 0 1-0 The_World peterni 1298 1328
-1 0 0 0 0 0-1 peterni Sheku 1332 1476
3 0 -1 0 1 1-0 peterni Ishmrakul 1331 937
0 0 0 0 0 1-0 chainsawface peterni 1353 1337
-3 0 0 0 0 0-1 peterni Gaby1961 1345 1334
-3 0 0 -1 0 0-1 Be1obi peterni 1134 1341
2 1 0 1 0 1-0 peterni chainsawface 1334 1346
-3 -1 0 -2 -1 0-1 umutdogdu94 peterni 1329 1326
0 0 2 0 0 1-0 peterni Pampalon 1318 1349
0 0 0 0 0 1-0 four_year_old_magnus peterni 1316 1325
2 -1 0 -1 0 0-1 medyummemis peterni 1276 1319
-1 0 0 0 0 0-1 peterni NNFaaM 1325 1360
-1 0 0 0 0 0-1 peterni sankesh89 1332 1313
-3 -1 0 -1 -1 0-1 cui16 peterni 1282 1326
0 0 0 0 0 0-1 peterni LordMichael 1334 1303
3 -1 -1 1 0 1-0 peterni rishad17 1326 1341
-4 1 -1 -1 0 0-1 kinglou29 peterni 1228 1320
0 -1 1 0 0 1-0 joaopimenta peterni 1341 1326
0 0 0 1 2 1-0 peterni vipaldua 1318 1312
-1 0 -1 -1 -1 0-1 b3nr35 peterni 1500 1258
1 1 -1 1 0 1-0 peterni b3nr35 1258 1500
0 1 -1 -1 0 0-1 b3nr35 peterni 1500 1258
1 0 0 0 2 1-0 peterni b3nr35 1207 1500
1 0 0 0 0 1-0 AliasA peterni 1577 1321
-2 1 -1 1 0 1-0 swofl peterni 1636 1323
2 0 -1 0 -1 0-1 peterni ChiliCheeseBacon 1333 1171
-1 0 0 0 0 0-1 kamil98760 peterni 1400 1324
0 0 0 0 0 0-1 peterni grayden 1331 1346
-1 0 -1 0 0 0-1 OskarFG peterni 1236 1325
-2 1 0 0 0 0-1 peterni S2rain 1333 1328
-1 -2 2 -1 0 0-1 peterni bander1488 1339 1420
1 0 0 0 0 1-0 JustinGish peterni 1633 1341
0 -1 1 0 0 0-1 peterni Justin76 1344 1602
-1 -1 1 0 -1 0-1 Somrules peterni 1324 1336
0 1 -1 0 1 1-0 peterni AspandaBurkut 1326 1372
0 0 0 -1 0 0-1 peterni sana72 1330 1512
0 0 0 0 0 0-1 optimalist peterni 1287 1323
-1 0 1 -1 0 0-1 Alonzo1234 peterni 1128 1319
4 0 0 1 0 1-0 peterni Andover_Wonder-boy 1311 1365
-3 0 -1 0 -1 0-1 straight_ratchet peterni 1282 1304
1 -1 0 0 0 0-1 peterni ToonToon 1310 1389
-2 -1 -2 1 0 0-1 antonvv peterni 1143 1305
1 0 0 1 0 1-0 peterni Eljugadordorado 1296 1363
-3 0 0 0 0 0-1 JWP21 peterni 1232 1283
0 -1 1 0 0 1-0 peterni aymanghadri 1283 1277
0 -1 1 0 -1 0-1 peterni ponz123 1290 1299
1 1 0 0 0 1-0 kareninoff peterni 1268 1297
1 0 0 -1 0 1-0 Pantalover peterni 1359 1303
-1 -1 1 1 0 1-0 peterni Anbu07 1297 1250
1 0 -1 1 0 1-0 prashastha peterni 1316 1304
-2 1 -1 0 0 0-1 imhotep019 peterni 1398 1294
1 0 2 0 0 1-0 Carlinhos_BRA1982 peterni 1278 1302
0 0 0 0 0 0-1 peterni PanosB3 1309 1302
1 0 0 1 0 1-0 peterni insan90 1304 1200
-1 0 -1 1 0 0-1 S23466789 peterni 1281 1297
1 0 0 -1 0 0-1 vipinpengo peterni 1296 1289
0 0 0 0 0 0-1 peterni Steve26 1298 1219
0 -1 1 0 1 1-0 paladev peterni 1215 1306
1 -1 -1 1 0 0-1 peterni saeed1053 1313 1324
0 1 -1 1 0 1-0 peterni Ghlorf 1306 1304
-2 0 0 -1 -1 0-1 AKUARIUS-81 peterni 1276 1299
1 0 0 0 -1 0-1 ehsanr1366 peterni 1202 1293
1 0 -1 -2 -1 0-1 nara46 peterni 1364 1284
-1 0 -1 0 0 0-1 Mushvikitonbacktime peterni 1276 1277
0 0 -1 0 0 0-1 peterni Ludosen 1285 1243
-3 1 1 0 0 1-0 peterni Beren2009 1276 1380
0 -1 1 0 0 0-1 peterni Nandekato 1279 1543
-1 0 1 1 0 1-0 peterni WEBDOORS 1270 1361
-2 0 0 0 0 0-1 hubchub peterni 1240 1263
-1 -1 1 0 0 0-1 peterni catondazzler 1269 1312
0 0 0 -1 0 0-1 david099 peterni 1244 1262
2 0 0 0 -1 0-1 peterni Jackademmy 1270 1231
2 0 1 1 1 1-0 peterni poghat 1263 1243
1 1 -1 0 1 1-0 DhavalSN peterni 1288 1270
1 0 0 -1 0 0-1 Rhuanzinho77 peterni 1149 1265
-1 0 0 0 0 1-0 lcarranza peterni 1241 1272
-2 0 -1 1 0 1-0 peterni Politov 1263 1340
-1 0 1 0 0 1-0 pramodkuz peterni 1252 1271
0 0 1 1 0 1-0 peterni SantiagoJose 1261 1352
0 0 1 1 0 1-0 peterni mglperez87 1255 1223
-4 0 0 0 0 0-1 peace2cyclone peterni 1256 1247
0 -1 0 0 0 0-1 peterni MatheusChatu 1252 1357
0 0 1 1 0 1-0 NikKonkin peterni 1349 1257
-1 0 0 0 0 0-1 peterni Salama13 1264 1263
-3 -1 1 0 -1 0-1 JfCaldas peterni 1106 1260
0 0 0 0 1 1-0 peterni aHUMBLEplayer 1254 1216
-1 0 0 -1 0 0-1 mirza123321 peterni 1227 1247
2 1 0 0 1 0-1 peterni CheckerPrivilege 1252 1330
-4 0 -1 0 0 0-1 FredwardTentacles peterni 1285 1244
0 0 0 0 0 1-0 peterni cyberdyne 1236 1260
0 0 0 0 0 1-0 Konsey peterni 1334 1241
0 0 0 0 0 1-0 peterni fza 1234 1240
2 0 -1 2 0 1-0 sxt_24 peterni 1254 1241
3 -1 0 0 1 1-0 peterni cankut 1233 1239
2 1 -1 0 1 1-0 aunthill peterni 1301 1239
-2 -1 0 0 0 0-1 peterni alitoa21 1244 1347
-1 -1 0 0 0 1-0 npaezu peterni 1269 1251
1 0 1 0 0 1-0 peterni big-ross 1242 1287
1 1 0 0 1 1-0 peterni bensonwinkleberry 1239 997
0 0 -1 0 1 1-0 Nikatsu peterni 1290 1246
0 0 0 0 0 0-1 peterni Daniel5454 1252 1289
-2 0 -1 0 -1 0-1 seleeee peterni 1237 1245
1 1 -1 0 0 1-0 lepela peterni 1149 1254
2 0 1 -2 1 0-1 peterni Elissantos 1261 1260
3 0 1 0 0 1-0 peterni djanish86 1253 1289
-2 1 0 0 0 1-0 Carlinhos_BRA1982 peterni 1247 1260
-1 1 -1 0 0 0-1 Feti peterni 1141 1255
0 0 0 1 -1 0-1 peterni Este77ban 1263 1210
0 0 0 -1 -1 0-1 nihen peterni 1380 1253
1 0 0 0 -1 0-1 peterni yo_boy 1260 1260
-1 0 -1 0 -1 1/2-1/2 peterni mostafa1456 1259 1288
0 1 0 0 0 1-0 ashokg peterni 1259 1266
-3 1 0 0 0 0-1 peterni Ananth_1 1275 1216
0 0 0 0 0 0-1 indiapower peterni 1240 1268
1 0 -1 1 0 1-0 Ahmedmogahed peterni 1247 1275
5 0 2 0 0 1-0 peterni Un-certain-Youness 1273 1017
-1 1 0 0 0 1-0 beydili78 peterni 1330 1279
0 -1 0 0 0 0-1 peterni Nachtdertoten 1286 1256
0 0 0 0 1 1-0 peterni GiannisPap10 1279 1289
5 1 -1 0 0 1-0 Eofortun peterni 1362 1284
-1 -1 -1 1 0 0-1 peterni dewreck 1289 1400
1 0 0 0 0 1-0 WitnessTheFitness peterni 1224 1297
3 0 1 0 1 1-0 peterni fereshte2017 1290 1288
0 2 -2 0 0 1-0 Rafaelconde28 peterni 1340 1296
2 0 0 1 0 1-0 peterni crimsoncircle 1290 1231
0 0 0 0 -1 0-1 estudos_estudante peterni 1185 1285
3 0 0 0 1 0-1 peterni MIdwestchess 1292 1298
0 1 -1 0 0 1-0 MikeBlessed peterni 1328 1298
-1 1 -1 -1 0 0-1 Novichok01 peterni 1297 1290
-1 -1 1 0 0 0-1 peterni hrmf 1298 1276
0 0 0 0 0 1-0 iAwab peterni 1258 1306
2 0 -2 0 0 0-1 peterni MloydFayweather 1312 1355
-1 0 0 0 0 0-1 peterni jabat0 1267 1217
1 0 0 0 -1 0-1 peterni ezclapper 1318 1373
-2 0 0 -1 0 0-1 Jcfreitas peterni 1305 1310
-1 1 0 -2 -1 0-1 m85oo peterni 1305 1303
0 1 0 2 4 1/2-1/2 peterni Fucus 1305 1220
-2 0 -1 -1 0 0-1 GustavoDilay peterni 1332 1297
1 0 -1 1 0 1-0 mathtastic peterni 1285 1305
-2 0 2 1 -1 1-0 peterni xrayAz 1298 1273
0 0 0 0 0 0-1 peterni pguisolffi 1305 1292
1 0 0 0 0 1-0 Indoraptor2 peterni 1317 1312
-1 0 0 0 -1 0-1 mohamad_rasti peterni 1307 1305
-1 0 0 0 0 0-1 peterni Gringo78 1312 1286
-3 -1 1 0 0 0-1 peterni fayzullabek9977 1320 1290
-1 0 0 0 0 0-1 peterni dknightrider 1328 1262
-1 0 0 -1 -1 0-1 Gasusote peterni 1329 1320
1 0 0 0 0 1-0 Vishwanath30 peterni 1312 1328
0 0 0 0 0 0-1 peterni Arizona1001 1338 1163
0 -1 0 1 0 1-0 dragut2734 peterni 1362 1343
-2 -1 1 -2 0 1/2-1/2 peterni kelebekkese 1343 1374
1 0 -1 0 0 1-0 G3n3ral peterni 1321 1350
0 -1 1 -1 0 0-1 peterni Flynnn 1358 1322
1 0 0 0 0 1-0 kj_2025 peterni 1316 1366
0 -1 2 1 0 1-0 peterni Bastill3 1359 1337
-1 0 0 0 0 0-1 peterni RamilujSolrac 1366 1343
0 0 0 0 0 1-0 jpellicer peterni 1344 1374
-1 0 0 -1 -2 0-1 abzalos peterni 1304 1368
3 1 1 0 0 1-0 peterni captainsolo666 1361 1339
0 0 0 0 0 1-0 Salvadorchess145 peterni 1349 1368
-1 -1 0 0 0 0-1 David_chuks peterni 1361 1361
-1 0 0 -1 0 0-1 peterni Yeyeu 1367 1418
2 1 0 0 0 1-0 AfLaz peterni 1373 1374
-2 0 0 0 0 0-1 peterni KussovStas 1381 1379
-2 0 0 -2 0 0-1 prancingBishop peterni 1351 1374
-2 0 -1 1 1 1-0 peterni Perikoiko 1367 1372
2 0 0 1 1 1-0 peterni sk1993 1360 1356
-2 1 -1 0 0 0-1 roman10377 peterni 1430 1351
-2 0 1 0 0 0-1 peterni jnarichardson 1356 1452
-1 0 0 0 0 1-0 Uptheratingladder peterni 1355 1363
0 0 0 0 0 1-0 Nimmermatt peterni 1527 1367
-2 0 0 0 0 0-1 wbrown358 peterni 1256 1362
-1 -1 1 0 0 0-1 peterni Wouterrr 1370 1283
1 0 0 0 0 1-0 NandaCiga peterni 1522 1375
0 0 0 0 0 1-0 TeutoniaWaltrop peterni 1484 1380
-3 0 0 -1 -1 0-1 Chauky peterni 847 1379
-2 -1 0 0 0 0-1 Juanito-CHILE peterni 1487 1369
0 -1 1 0 0 0-1 peterni Ruslanfavorit 1374 1517
2 0 0 0 0 1-0 peterni soufianerouf 1365 1403
1 1 0 0 0 1-0 chessnut1924 peterni 1472 1365
-1 0 -1 0 0 0-1 peterni jjld 1372 1397
0 1 -2 1 0 0-1 Geronimo7 peterni 1401 1364
-2 0 1 0 0 1-0 peterni k13881391 1357 1500
-1 0 0 0 0 0-1 peterni SIGOR 1364 1377
-1 1 0 0 0 1-0 abbaspanahinik peterni 1362 1371
2 0 1 -1 1 1-0 peterni m_chess84d 1366 1255
0 0 0 0 0 0-1 peterni marcusvieira88 1374 1321
0 0 1 2 -1 1-0 Ne07hekin6 peterni 1372 1381
1 1 0 0 0 1-0 cmorgan6 peterni 1342 1389
-1 -1 0 0 0 0-1 kingdave2 peterni 1460 1381
2 0 0 0 0 1-0 peterni Gomerushka 1374 1332
1 0 -1 0 1 1-0 peterni Aareesh_257 1367 1368
1 0 0 0 0 1-0 fitzy00 peterni 1414 1373
0 1 0 -1 0 1-0 peterni Marxgroupie 1366 1375
1 1 -1 0 0 1-0 gbpucb peterni 1372 1373
-1 1 0 0 0 0-1 peterni julesdiouf 1380 1387
2 -1 0 0 0 0-1 peterni PedrosF1 1387 1394
1 0 -1 -1 1 1-0 RexTenebris peterni 1422 1393
1 1 -1 0 0 1-0 iCampusV9 peterni 1460 1399
1 -2 2 0 0 0-1 peterni Gilles_sc81 1406 1409
-2 0 1 -1 0 0-1 peterni mot99 1413 1404
-1 0 1 0 0 0-1 peterni kisgels 1420 1414
-1 0 -1 0 1 1-0 jaimenetoBR peterni 1401 1427
3 0 0 0 0 1-0 Narender21 peterni 1423 1434
0 1 1 -1 0 1-0 N8ball19 peterni 1474 1441
-2 0 -1 -1 0 0-1 TomasHolopirek peterni 1212 1438
0 0 0 0 0 0-1 peterni Xmoppet 1443 1499
